tenure,monthly_charges,contract,internet,tech_support,churn
10,61.09,month-to-month,fiber,1,0
52,29.19,one-year,dsl,0,0
4,96.33,month-to-month,dsl,1,0
32,24.04,month-to-month,dsl,1,0
22,51.12,month-to-month,none,1,0
1,83.0,one-year,none,1,0
38,67.44,month-to-month,dsl,1,0
69,65.23,two-year,none,0,0
4,40.48,month-to-month,none,0,1
58,69.73,month-to-month,fiber,1,0
38,95.09,month-to-month,dsl,1,1
52,70.5,one-year,dsl,0,0
6,49.24,two-year,dsl,0,0
62,38.81,month-to-month,dsl,0,0
0,49.76,month-to-month,none,0,1
65,79.81,one-year,none,0,0
47,78.59,month-to-month,fiber,0,1
24,49.99,one-year,dsl,1,0
0,15.0,one-year,dsl,0,0
43,80.5,month-to-month,none,1,0
6,47.56,one-year,fiber,0,1
43,87.23,one-year,fiber,1,0
55,51.1,month-to-month,fiber,0,0
19,45.3,month-to-month,fiber,0,1
17,73.83,month-to-month,fiber,1,1
15,128.94,one-year,fiber,1,1
16,88.73,one-year,fiber,0,0
8,73.41,month-to-month,none,0,1
17,78.97,month-to-month,fiber,1,1
47,26.22,month-to-month,fiber,0,0
21,41.94,month-to-month,dsl,0,0
56,15.0,month-to-month,fiber,1,0
58,113.25,month-to-month,dsl,1,0
54,108.18,month-to-month,none,0,0
38,79.82,one-year,fiber,1,0
22,73.38,one-year,dsl,0,0
66,31.21,month-to-month,fiber,1,0
14,64.52,one-year,fiber,1,0
33,114.81,month-to-month,dsl,0,1
32,73.29,month-to-month,fiber,1,0
53,55.88,two-year,dsl,1,0
39,26.05,month-to-month,dsl,0,0
57,104.51,month-to-month,fiber,1,0
66,68.25,month-to-month,fiber,1,0
28,26.08,one-year,dsl,0,0
62,46.89,month-to-month,fiber,0,0
12,38.06,two-year,dsl,0,0
65,66.71,month-to-month,none,1,0
12,75.18,month-to-month,dsl,0,1
61,57.42,month-to-month,fiber,0,0
28,89.43,one-year,fiber,0,0
69,71.97,month-to-month,dsl,0,0
9,96.56,two-year,dsl,0,0
33,61.07,two-year,none,0,0
64,130.0,month-to-month,dsl,0,0
3,55.89,month-to-month,fiber,1,1
19,47.42,month-to-month,fiber,0,0
6,44.34,one-year,none,0,0
23,64.73,one-year,dsl,0,1
28,27.01,month-to-month,none,1,0
44,77.36,two-year,dsl,0,0
18,22.37,month-to-month,none,0,1
11,74.04,two-year,dsl,1,0
12,36.22,two-year,none,0,0
67,60.47,month-to-month,none,0,0
68,85.11,month-to-month,none,0,0
15,127.6,month-to-month,none,1,1
14,43.05,two-year,dsl,0,0
3,66.24,month-to-month,dsl,1,0
69,51.91,two-year,dsl,1,0
50,48.25,month-to-month,dsl,1,0
54,52.13,month-to-month,dsl,0,0
20,90.6,two-year,dsl,1,0
46,57.8,month-to-month,fiber,0,0
4,126.23,one-year,dsl,0,0
48,80.4,month-to-month,none,0,0
41,44.75,month-to-month,dsl,0,0
23,60.83,month-to-month,dsl,1,0
51,49.95,month-to-month,none,1,1
46,90.0,one-year,dsl,1,0
31,29.03,month-to-month,dsl,1,0
13,36.48,month-to-month,dsl,1,1
1,55.21,month-to-month,dsl,1,1
67,87.07,one-year,dsl,0,0
20,100.83,two-year,fiber,0,1
21,104.51,one-year,fiber,0,0
49,83.25,two-year,none,1,0
18,67.93,month-to-month,none,1,1
27,89.87,month-to-month,fiber,1,1
51,41.39,month-to-month,none,1,0
42,23.88,month-to-month,dsl,0,0
47,80.92,one-year,fiber,0,0
0,44.86,one-year,dsl,0,1
32,68.37,month-to-month,fiber,1,0
34,72.99,two-year,fiber,0,0
45,76.2,month-to-month,none,0,1
10,93.44,one-year,dsl,0,0
11,90.8,month-to-month,fiber,1,1
54,74.88,one-year,dsl,0,0
48,58.95,month-to-month,dsl,1,0
58,72.69,two-year,dsl,0,0
19,55.09,two-year,fiber,0,0
71,65.09,month-to-month,fiber,1,0
19,130.0,month-to-month,dsl,0,0
46,74.55,one-year,dsl,1,0
11,81.26,one-year,none,1,1
66,52.36,month-to-month,fiber,0,0
23,95.5,one-year,none,1,0
57,89.01,two-year,none,1,0
23,89.18,one-year,fiber,0,1
56,75.37,month-to-month,fiber,0,0
32,95.85,two-year,dsl,0,0
4,101.79,month-to-month,none,0,1
13,77.08,month-to-month,fiber,0,0
49,67.13,two-year,fiber,1,0
13,92.36,month-to-month,dsl,1,0
19,47.4,month-to-month,none,0,1
39,52.05,one-year,fiber,1,0
18,68.67,two-year,fiber,1,0
9,26.47,month-to-month,fiber,1,0
44,90.69,month-to-month,none,1,0
49,45.93,month-to-month,dsl,0,0
52,58.21,month-to-month,dsl,0,0
67,64.67,month-to-month,none,0,0
8,70.98,month-to-month,dsl,0,0
30,61.41,two-year,none,0,0
16,68.32,one-year,fiber,0,1
64,68.51,two-year,fiber,0,0
38,58.82,two-year,fiber,0,0
7,50.67,two-year,fiber,0,1
49,97.04,one-year,none,0,0
3,17.39,month-to-month,dsl,0,1
19,64.86,two-year,fiber,0,0
51,58.28,month-to-month,dsl,1,0
36,80.47,month-to-month,dsl,1,0
54,33.64,month-to-month,dsl,1,0
41,57.51,month-to-month,fiber,1,1
60,67.44,month-to-month,none,1,0
40,96.75,one-year,dsl,1,0
4,78.3,month-to-month,none,0,1
5,40.41,month-to-month,dsl,0,0
55,57.81,month-to-month,dsl,1,0
2,92.15,two-year,fiber,1,0
27,39.98,month-to-month,dsl,0,0
1,68.03,month-to-month,fiber,0,1
21,69.77,one-year,none,0,0
42,60.36,two-year,fiber,0,0
12,130.0,month-to-month,fiber,0,1
33,59.68,one-year,dsl,0,1
71,81.24,month-to-month,dsl,0,0
5,50.84,two-year,dsl,1,0
4,83.19,one-year,dsl,1,0
19,91.77,one-year,dsl,1,0
59,55.3,month-to-month,none,0,0
29,68.63,one-year,dsl,0,0
46,47.62,month-to-month,dsl,1,0
2,41.39,month-to-month,none,0,0
52,95.92,one-year,fiber,1,0
4,56.15,one-year,fiber,0,1
51,15.0,month-to-month,fiber,0,0
10,114.13,two-year,dsl,0,0
61,49.95,month-to-month,dsl,0,0
21,63.84,one-year,fiber,0,0
13,111.02,month-to-month,fiber,0,0
24,66.46,month-to-month,fiber,0,1
0,65.92,two-year,dsl,0,0
11,39.3,month-to-month,fiber,1,0
43,29.13,two-year,dsl,0,0
21,65.84,month-to-month,none,1,1
25,79.07,one-year,dsl,1,0
58,77.64,month-to-month,none,0,0
8,57.97,one-year,none,0,0
28,70.51,two-year,dsl,0,0
13,24.07,one-year,dsl,0,0
34,81.5,month-to-month,none,1,0
23,74.04,one-year,dsl,1,0
3,119.34,one-year,fiber,0,1
5,70.19,month-to-month,fiber,0,1
61,46.43,one-year,dsl,1,0
4,68.73,one-year,none,0,0
56,61.81,one-year,dsl,0,0
65,80.87,month-to-month,fiber,0,0
33,70.67,month-to-month,dsl,0,1
22,38.5,two-year,none,0,0
55,29.11,one-year,dsl,1,0
70,76.57,month-to-month,dsl,1,0
8,104.58,two-year,fiber,0,0
69,71.98,month-to-month,fiber,1,0
67,90.33,month-to-month,none,0,0
10,95.32,one-year,fiber,0,1
3,76.67,one-year,none,1,0
51,49.64,two-year,fiber,1,0
5,74.88,one-year,none,1,0
43,100.18,month-to-month,fiber,0,0
4,83.25,month-to-month,dsl,0,1
49,88.71,month-to-month,dsl,1,0
16,58.44,two-year,dsl,0,0
6,64.94,month-to-month,dsl,1,1
4,67.03,month-to-month,fiber,1,0
13,68.72,month-to-month,fiber,0,1
38,99.2,month-to-month,fiber,1,0
5,15.0,month-to-month,dsl,1,0
57,70.76,one-year,dsl,1,0
43,68.01,month-to-month,fiber,0,0
21,35.71,two-year,dsl,0,0
71,86.79,two-year,fiber,0,0
47,51.89,month-to-month,fiber,0,0
48,61.07,two-year,fiber,1,0
12,116.22,month-to-month,dsl,1,0
51,95.25,month-to-month,fiber,0,1
40,84.36,month-to-month,none,1,0
70,79.52,two-year,dsl,1,0
34,65.88,one-year,dsl,1,0
48,119.98,month-to-month,fiber,0,0
24,90.05,one-year,dsl,0,0
2,51.26,one-year,none,0,0
9,35.0,one-year,dsl,1,0
62,84.17,month-to-month,fiber,0,1
53,68.6,two-year,fiber,0,0
26,34.28,one-year,fiber,1,0
50,80.71,month-to-month,fiber,1,0
0,63.27,two-year,dsl,1,0
2,83.27,month-to-month,fiber,1,1
36,81.04,one-year,none,0,0
44,54.79,one-year,dsl,1,0
67,85.82,month-to-month,dsl,1,0
54,57.55,month-to-month,none,1,0
18,59.18,one-year,fiber,0,0
58,56.69,two-year,fiber,0,0
35,98.27,two-year,dsl,0,0
59,62.99,one-year,dsl,1,0
12,104.31,month-to-month,dsl,0,0
1,114.59,month-to-month,none,0,1
4,51.53,one-year,dsl,1,0
71,15.0,month-to-month,none,1,0
5,96.11,one-year,fiber,1,1
67,61.45,month-to-month,fiber,1,0
52,48.35,month-to-month,fiber,0,0
10,55.28,one-year,dsl,0,0
62,59.63,one-year,fiber,1,0
10,102.43,one-year,fiber,1,1
10,74.0,month-to-month,none,0,1
41,102.09,two-year,fiber,0,0
20,82.36,month-to-month,fiber,0,1
20,62.27,one-year,fiber,0,0
14,60.24,one-year,fiber,0,0
43,84.04,month-to-month,fiber,0,1
1,90.51,one-year,fiber,0,1
17,94.92,one-year,fiber,0,1
39,63.46,month-to-month,none,1,0
35,74.38,one-year,fiber,0,0
50,84.6,month-to-month,dsl,0,0
15,60.4,two-year,dsl,0,0
46,41.63,month-to-month,dsl,1,0
54,49.84,month-to-month,none,0,0
27,63.97,one-year,dsl,1,0
18,86.56,month-to-month,fiber,0,1
39,101.47,two-year,fiber,1,0
41,36.1,month-to-month,fiber,0,0
6,55.07,month-to-month,none,1,1
40,61.05,month-to-month,dsl,1,0
11,89.87,month-to-month,fiber,0,1
40,56.8,month-to-month,fiber,0,0
67,59.26,month-to-month,none,0,0
38,34.7,month-to-month,dsl,0,0
54,82.09,month-to-month,fiber,1,0
22,65.97,month-to-month,none,0,0
66,53.65,month-to-month,dsl,1,0
58,63.51,month-to-month,dsl,0,0
66,98.17,month-to-month,dsl,0,0
53,44.88,month-to-month,dsl,1,0
46,48.96,month-to-month,fiber,0,0
37,101.31,month-to-month,none,0,0
66,71.89,month-to-month,dsl,0,0
61,86.74,two-year,dsl,0,0
30,80.04,month-to-month,dsl,1,0
6,69.12,month-to-month,none,0,0
0,61.29,one-year,fiber,0,1
16,90.79,month-to-month,fiber,0,1
4,99.06,month-to-month,dsl,0,0
15,97.1,one-year,fiber,0,0
7,40.36,one-year,dsl,0,0
70,102.62,two-year,dsl,0,0
6,61.05,two-year,fiber,0,0
45,51.12,one-year,fiber,1,0
25,65.77,one-year,dsl,0,0
12,90.78,month-to-month,fiber,1,0
50,83.51,two-year,fiber,0,0
69,63.62,one-year,fiber,0,0
56,90.94,month-to-month,fiber,1,1
70,73.5,month-to-month,dsl,0,0
42,55.68,one-year,none,0,0
48,52.3,month-to-month,dsl,0,0
10,80.26,two-year,dsl,0,0
61,67.94,month-to-month,fiber,0,0
53,35.61,two-year,none,0,0
18,91.18,month-to-month,none,0,1
25,57.99,one-year,none,0,0
43,109.8,month-to-month,fiber,0,0
0,34.93,month-to-month,fiber,0,1
58,65.48,month-to-month,fiber,1,0
20,52.5,month-to-month,fiber,1,1
5,45.61,month-to-month,fiber,0,1
23,57.83,two-year,none,0,0
60,114.26,month-to-month,fiber,1,0
19,73.58,one-year,fiber,0,0
38,50.21,one-year,none,1,0
58,24.28,month-to-month,none,1,1
2,26.97,two-year,fiber,0,0
54,56.59,one-year,fiber,1,0
20,54.16,one-year,none,0,0
50,64.4,two-year,none,0,0
13,15.0,one-year,dsl,1,0
10,67.71,two-year,fiber,1,0
56,95.69,month-to-month,dsl,0,0
58,110.57,month-to-month,dsl,1,0
70,22.64,one-year,fiber,0,0
48,49.97,month-to-month,fiber,1,0
33,48.64,one-year,none,1,0
14,73.64,month-to-month,dsl,1,0
21,39.51,month-to-month,fiber,0,1
46,112.06,two-year,dsl,0,0
24,71.09,month-to-month,dsl,1,1
34,66.92,month-to-month,fiber,0,0
12,109.82,one-year,fiber,1,1
31,69.6,one-year,fiber,0,0
17,80.01,two-year,none,0,0
8,51.23,month-to-month,fiber,0,1
9,35.74,two-year,none,0,0
37,54.74,one-year,dsl,0,0
26,124.67,two-year,none,0,0
7,85.83,month-to-month,none,1,0
37,76.86,month-to-month,none,0,0
11,45.59,month-to-month,none,1,0
1,92.78,one-year,fiber,0,1
9,36.06,month-to-month,fiber,1,0
32,30.82,month-to-month,fiber,0,0
68,56.03,one-year,dsl,1,0
17,118.86,month-to-month,fiber,0,1
20,117.45,month-to-month,fiber,0,0
17,58.72,month-to-month,fiber,0,1
25,53.15,two-year,dsl,0,0
51,28.99,one-year,fiber,0,0
23,71.95,one-year,fiber,0,1
47,74.05,two-year,dsl,0,0
64,89.74,one-year,dsl,1,0
68,92.77,month-to-month,none,0,0
40,65.06,one-year,dsl,1,0
51,83.9,two-year,dsl,0,0
66,52.48,month-to-month,fiber,1,0
56,83.43,one-year,fiber,1,0
21,57.32,month-to-month,dsl,0,1
9,81.49,two-year,fiber,0,0
8,79.46,one-year,none,1,0
63,71.72,two-year,none,0,0
40,89.86,one-year,fiber,0,1
21,30.74,month-to-month,dsl,0,0
24,43.38,month-to-month,fiber,0,1
20,63.25,two-year,fiber,1,0
57,33.92,month-to-month,fiber,0,0
44,59.83,month-to-month,dsl,0,0
63,60.63,one-year,none,0,0
21,102.74,month-to-month,fiber,0,0
34,73.56,month-to-month,dsl,1,0
8,95.74,month-to-month,fiber,1,0
69,77.54,month-to-month,fiber,1,0
36,56.61,one-year,dsl,0,0
39,73.34,month-to-month,dsl,0,0
29,88.24,month-to-month,dsl,0,0
19,99.84,two-year,none,0,0
68,66.69,month-to-month,fiber,1,0
35,28.81,one-year,dsl,1,0
48,27.05,month-to-month,fiber,1,0
2,61.84,month-to-month,none,0,1
19,15.0,one-year,fiber,1,0
57,114.88,one-year,fiber,1,0
6,84.92,two-year,dsl,0,0
7,54.11,month-to-month,fiber,0,0
58,42.26,month-to-month,dsl,1,0
22,95.7,month-to-month,none,0,0
19,42.16,month-to-month,dsl,0,0
40,44.54,month-to-month,dsl,0,0
14,50.85,two-year,none,0,0
3,72.85,one-year,dsl,1,0
0,85.52,month-to-month,fiber,1,1
5,99.82,month-to-month,none,1,0
11,96.12,month-to-month,dsl,0,0
50,70.02,month-to-month,dsl,1,0
21,95.51,one-year,dsl,0,0
5,53.23,two-year,fiber,0,1
1,24.48,month-to-month,none,1,0
34,53.22,month-to-month,fiber,1,0
60,49.84,month-to-month,none,1,0
24,54.2,month-to-month,none,0,0
4,46.02,two-year,none,0,0
16,58.47,one-year,fiber,1,0
35,85.5,two-year,fiber,0,0
13,112.88,two-year,fiber,0,0
70,26.87,month-to-month,fiber,1,0
54,37.81,one-year,fiber,0,0
24,50.21,one-year,dsl,0,1
68,89.14,month-to-month,fiber,0,0
23,64.88,month-to-month,none,0,0
10,51.9,one-year,fiber,0,0
67,87.92,two-year,fiber,0,0
69,93.91,month-to-month,dsl,0,0
22,69.53,two-year,fiber,0,0
42,49.59,two-year,dsl,0,0
12,76.76,two-year,dsl,1,0
46,64.17,month-to-month,dsl,0,0
49,63.97,month-to-month,dsl,1,0
51,57.19,one-year,none,1,0
40,93.12,month-to-month,none,0,0
50,76.25,month-to-month,fiber,0,0
39,95.89,one-year,dsl,1,0
59,103.41,month-to-month,none,0,0
12,81.47,month-to-month,fiber,0,1
34,57.34,two-year,dsl,0,0
29,96.01,month-to-month,dsl,1,1
38,81.64,two-year,fiber,0,0
10,130.0,month-to-month,fiber,0,1
23,77.75,month-to-month,dsl,0,1
68,87.44,month-to-month,fiber,1,0
7,77.26,month-to-month,fiber,0,1
45,67.52,month-to-month,none,1,0
47,63.53,two-year,none,1,0
34,77.36,two-year,dsl,0,0
2,83.03,month-to-month,fiber,0,1
2,98.86,month-to-month,fiber,1,0
19,77.72,one-year,none,0,0
7,58.43,month-to-month,fiber,0,1
6,61.83,month-to-month,none,0,0
11,36.93,month-to-month,dsl,0,1
13,111.53,month-to-month,fiber,0,1
60,56.47,month-to-month,dsl,1,0
45,94.19,month-to-month,none,1,0
2,76.91,one-year,none,0,0
45,77.59,month-to-month,dsl,0,1
9,67.06,month-to-month,fiber,0,1
30,50.31,month-to-month,dsl,1,0
2,45.79,month-to-month,dsl,0,1
6,113.21,two-year,dsl,1,0
9,72.85,one-year,fiber,1,0
31,98.13,two-year,none,1,0
33,104.62,month-to-month,dsl,0,1
25,59.73,month-to-month,fiber,0,1
44,80.59,month-to-month,fiber,0,1
51,71.13,month-to-month,fiber,1,0
52,41.07,one-year,dsl,1,0
41,65.36,month-to-month,fiber,1,0
39,84.69,month-to-month,dsl,0,0
35,57.52,month-to-month,fiber,1,0
17,61.88,month-to-month,fiber,0,1
35,65.67,month-to-month,fiber,0,0
0,122.79,one-year,fiber,1,0
69,24.15,two-year,fiber,1,0
26,82.54,month-to-month,fiber,1,0
54,63.67,month-to-month,dsl,1,0
68,53.98,month-to-month,dsl,0,0
35,63.05,month-to-month,dsl,1,1
62,86.68,one-year,fiber,1,0
34,88.11,month-to-month,fiber,0,1
9,74.65,two-year,fiber,0,1
1,97.32,two-year,dsl,0,0
9,101.72,month-to-month,dsl,0,1
67,90.41,two-year,dsl,1,0
34,56.35,one-year,dsl,1,0
22,82.36,two-year,fiber,1,0
32,82.48,month-to-month,fiber,0,1
18,49.61,two-year,none,0,0
62,30.76,month-to-month,fiber,0,0
71,19.43,month-to-month,fiber,1,0
6,71.75,two-year,fiber,0,1
51,77.45,month-to-month,none,0,0
24,40.46,month-to-month,none,1,0
3,96.15,month-to-month,fiber,0,1
66,73.81,month-to-month,fiber,1,0
4,103.74,month-to-month,dsl,1,0
14,79.26,month-to-month,fiber,1,0
1,43.34,month-to-month,fiber,1,0
33,81.46,two-year,dsl,1,0
43,86.75,month-to-month,fiber,0,1
23,56.31,two-year,fiber,0,0
5,33.95,one-year,dsl,0,0
8,72.51,one-year,dsl,0,0
67,44.98,one-year,dsl,1,0
58,98.02,two-year,fiber,0,0
67,59.82,month-to-month,fiber,0,0
38,113.12,one-year,none,1,0
39,16.9,two-year,fiber,0,0
56,73.37,one-year,fiber,0,0
44,105.73,month-to-month,fiber,1,0
31,47.74,one-year,fiber,0,0
21,66.02,one-year,dsl,0,0
34,59.92,month-to-month,fiber,0,0
4,52.91,one-year,dsl,1,1
13,76.12,two-year,fiber,1,0
53,37.61,month-to-month,dsl,1,0
62,67.23,month-to-month,dsl,0,0
7,82.9,month-to-month,fiber,1,1
6,64.62,one-year,none,0,1
6,44.99,month-to-month,none,0,0
56,95.75,one-year,fiber,0,0
22,88.26,month-to-month,dsl,0,1
23,43.97,two-year,dsl,0,0
0,37.65,one-year,dsl,0,1
70,46.2,two-year,fiber,0,0
31,83.63,month-to-month,fiber,0,1
57,76.89,month-to-month,fiber,1,0
50,89.75,one-year,fiber,0,0
10,61.85,month-to-month,fiber,1,1
57,46.88,month-to-month,none,0,0
39,92.97,month-to-month,fiber,0,0
43,56.16,month-to-month,fiber,1,1
14,74.66,one-year,fiber,0,0
60,31.25,month-to-month,fiber,1,0
67,55.75,month-to-month,dsl,1,0
29,95.23,month-to-month,none,0,1
6,52.09,month-to-month,fiber,1,0
61,90.36,month-to-month,fiber,1,0
63,15.0,two-year,fiber,1,0
36,56.02,two-year,none,0,0
41,65.72,two-year,fiber,0,0
16,113.56,month-to-month,fiber,0,1
4,40.77,month-to-month,fiber,0,0
67,86.77,month-to-month,fiber,0,0
34,96.42,one-year,fiber,1,0
19,51.96,one-year,none,0,1
49,60.66,one-year,fiber,1,0
1,73.54,month-to-month,fiber,1,1
5,32.96,one-year,fiber,0,0
17,58.62,two-year,fiber,0,0
32,101.9,month-to-month,none,0,1
26,83.07,two-year,dsl,0,0
13,66.08,one-year,none,0,0
25,72.83,month-to-month,none,1,0
24,84.52,two-year,dsl,0,0
37,89.31,two-year,dsl,0,0
40,56.09,one-year,dsl,0,0
63,108.37,month-to-month,dsl,0,1
58,102.91,month-to-month,dsl,1,0
21,86.93,one-year,dsl,1,0
64,48.93,month-to-month,fiber,0,0
37,44.49,month-to-month,dsl,0,0
13,61.83,month-to-month,fiber,1,1
24,71.52,month-to-month,dsl,1,0
53,25.79,one-year,dsl,0,0
59,82.37,month-to-month,dsl,0,1
26,102.19,month-to-month,dsl,0,0
11,84.41,month-to-month,dsl,0,1
13,53.1,month-to-month,dsl,0,1
7,50.14,month-to-month,fiber,1,1
50,77.5,month-to-month,fiber,0,0
36,66.17,month-to-month,fiber,1,1
32,81.08,month-to-month,fiber,1,1
48,85.04,one-year,fiber,1,0
59,97.3,month-to-month,dsl,0,0
57,41.7,one-year,dsl,0,0
9,75.54,month-to-month,fiber,1,0
42,60.91,one-year,none,1,0
63,67.53,one-year,fiber,0,0
55,91.61,month-to-month,dsl,1,0
23,94.33,one-year,dsl,1,1
28,104.96,one-year,dsl,1,0
64,80.64,month-to-month,fiber,0,0
2,67.25,one-year,fiber,1,1
37,63.68,one-year,fiber,0,0
8,26.63,month-to-month,dsl,0,0
64,103.49,two-year,none,0,0
2,61.95,month-to-month,dsl,1,0
1,82.65,one-year,dsl,0,0
23,86.97,two-year,fiber,0,0
14,38.87,two-year,dsl,0,0
35,46.92,one-year,none,0,1
21,108.68,one-year,fiber,0,1
25,77.26,month-to-month,dsl,0,0
40,55.49,month-to-month,fiber,0,0
40,66.84,two-year,fiber,0,0
67,97.16,month-to-month,fiber,0,1
34,93.36,two-year,dsl,1,0
40,33.35,month-to-month,dsl,0,0
48,110.86,month-to-month,fiber,1,0
12,94.15,month-to-month,none,0,0
48,66.19,month-to-month,none,0,0
62,40.21,month-to-month,dsl,0,0
22,96.35,month-to-month,none,0,1
12,81.91,two-year,none,0,0
24,33.56,one-year,fiber,1,0
19,64.2,one-year,none,0,0
42,130.0,month-to-month,fiber,0,0
62,70.41,month-to-month,fiber,0,0
42,51.45,one-year,fiber,0,0
9,44.79,month-to-month,dsl,0,1
22,114.3,month-to-month,none,0,1
49,91.19,two-year,fiber,0,0
23,105.19,month-to-month,dsl,1,1
42,76.2,two-year,fiber,0,0
49,101.35,month-to-month,none,0,0
23,48.79,month-to-month,fiber,1,0
46,74.06,month-to-month,dsl,0,0
28,77.18,two-year,dsl,1,0
9,104.56,one-year,fiber,1,0
26,77.97,one-year,none,0,1
31,54.36,month-to-month,none,0,0
0,71.6,two-year,dsl,0,0
64,28.09,one-year,dsl,1,0
38,15.0,one-year,none,0,0
2,90.78,one-year,fiber,1,1
62,60.63,one-year,fiber,0,0
61,63.46,one-year,dsl,1,0
0,90.77,month-to-month,dsl,1,1
11,104.93,two-year,dsl,0,0
26,83.36,month-to-month,dsl,0,1
36,118.2,two-year,dsl,0,0
52,82.57,month-to-month,fiber,0,0
30,77.56,month-to-month,fiber,0,0
44,76.01,month-to-month,fiber,0,0
0,37.86,one-year,fiber,1,0
47,93.9,month-to-month,dsl,1,0
65,15.0,two-year,none,1,0
37,55.34,one-year,fiber,1,0
32,70.57,month-to-month,dsl,0,0
21,50.26,month-to-month,fiber,0,0
68,58.71,one-year,dsl,1,0
2,115.98,two-year,none,1,0
20,97.6,month-to-month,fiber,1,1
9,52.85,two-year,dsl,0,0
62,58.26,month-to-month,fiber,0,0
34,38.07,one-year,fiber,0,0
66,87.62,one-year,dsl,0,0
47,63.76,month-to-month,dsl,0,0
40,20.84,month-to-month,dsl,0,0
37,72.52,one-year,none,0,0
14,80.97,month-to-month,none,0,1
40,94.08,month-to-month,dsl,0,1
49,68.17,month-to-month,fiber,1,0
69,60.68,one-year,fiber,1,0
39,119.66,month-to-month,dsl,0,1
67,70.16,month-to-month,dsl,1,0
68,87.99,two-year,fiber,0,0
37,56.51,one-year,fiber,1,0
31,87.25,month-to-month,fiber,1,1
10,33.61,month-to-month,fiber,0,0
19,58.45,month-to-month,dsl,0,0
63,39.79,month-to-month,none,1,0
9,54.88,month-to-month,dsl,1,0
28,101.26,month-to-month,none,0,1
50,54.69,month-to-month,dsl,0,0
17,87.96,one-year,fiber,0,0
70,107.93,month-to-month,dsl,1,0
46,69.31,month-to-month,none,0,0
2,94.84,two-year,dsl,0,0
17,83.28,month-to-month,dsl,0,1
53,72.91,one-year,dsl,0,0
62,88.76,month-to-month,fiber,0,0
66,116.0,one-year,fiber,1,0
61,54.07,month-to-month,fiber,1,0
5,46.02,month-to-month,fiber,0,1
52,44.55,two-year,none,1,0
7,94.86,month-to-month,fiber,1,1
5,98.23,month-to-month,fiber,0,0
49,56.57,month-to-month,dsl,0,0
34,16.6,month-to-month,none,0,0
46,53.13,month-to-month,dsl,1,0
61,83.7,month-to-month,fiber,1,1
4,68.33,month-to-month,fiber,0,1
37,74.51,one-year,dsl,0,0
60,56.92,two-year,none,0,0
31,95.35,month-to-month,fiber,0,1
37,78.58,two-year,none,1,0
35,84.66,month-to-month,dsl,1,0
65,73.98,month-to-month,dsl,0,0
3,83.11,one-year,fiber,0,0
63,81.46,one-year,none,0,0
58,46.8,month-to-month,dsl,0,0
58,79.33,two-year,fiber,0,0
29,89.79,two-year,fiber,0,0
37,98.88,month-to-month,fiber,1,0
26,80.4,one-year,fiber,0,0
18,45.87,one-year,fiber,1,0
63,49.72,two-year,fiber,1,0
36,59.12,one-year,dsl,0,1
52,74.74,month-to-month,dsl,1,0
7,66.94,one-year,dsl,0,0
56,41.91,month-to-month,dsl,0,0
47,41.76,one-year,fiber,0,0
71,17.54,one-year,fiber,0,0
9,15.0,one-year,dsl,1,1
38,66.71,month-to-month,dsl,1,0
36,128.01,month-to-month,fiber,1,1
38,114.92,one-year,none,0,0
3,45.54,month-to-month,dsl,1,0
34,73.75,month-to-month,none,1,0
21,33.39,month-to-month,dsl,1,0
44,37.2,two-year,fiber,1,0
16,40.06,month-to-month,none,0,1
31,64.36,one-year,none,0,0
44,65.44,month-to-month,none,0,0
4,76.32,two-year,none,0,0
56,86.58,month-to-month,none,1,0
51,61.58,month-to-month,dsl,1,0
4,70.91,month-to-month,fiber,1,1
4,42.65,month-to-month,dsl,0,1
61,36.39,two-year,dsl,0,0
20,32.53,one-year,dsl,0,0
61,86.23,one-year,dsl,1,0
35,61.55,one-year,dsl,1,0
24,23.22,two-year,none,1,0
19,68.42,two-year,dsl,1,0
47,38.78,one-year,fiber,0,0
7,111.51,month-to-month,dsl,0,1
28,55.53,month-to-month,fiber,1,1
24,87.04,one-year,fiber,0,0
11,97.22,one-year,dsl,0,0
25,46.13,one-year,none,0,0
38,71.9,month-to-month,fiber,0,1
48,83.84,one-year,fiber,1,0
6,72.89,month-to-month,dsl,0,0
62,79.03,month-to-month,dsl,0,0
63,36.76,two-year,fiber,1,0
49,83.85,one-year,fiber,0,0
66,57.85,month-to-month,dsl,1,0
30,78.74,month-to-month,none,1,0
59,93.0,one-year,fiber,0,0
52,86.72,month-to-month,dsl,0,0
40,78.72,month-to-month,dsl,0,0
12,86.05,one-year,fiber,0,1
40,87.21,one-year,none,0,0
64,107.39,month-to-month,fiber,0,0
70,69.15,month-to-month,fiber,0,0
32,74.1,one-year,fiber,1,0
17,93.3,month-to-month,fiber,0,1
53,57.74,month-to-month,dsl,0,0
5,36.62,month-to-month,dsl,0,0
10,82.33,month-to-month,dsl,1,0
40,64.85,two-year,dsl,0,0
71,39.81,month-to-month,fiber,0,0
23,82.51,two-year,none,1,0
31,105.78,month-to-month,none,1,0
23,29.26,one-year,fiber,1,0
31,95.56,month-to-month,dsl,1,0
0,15.0,one-year,none,0,0
42,59.99,two-year,dsl,0,0
42,116.01,month-to-month,fiber,0,0
22,61.79,month-to-month,fiber,1,1
19,72.25,two-year,none,1,0
54,89.07,two-year,dsl,1,0
13,27.09,two-year,dsl,0,0
